appid,player count,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
425240,1,Pressure Overdrive,Chasing Carrots,Chasing Carrots,,97.0,37.0,0,"20,000 .. 50,000",29.0,0.0,29.0,0.0,1299.0,1299.0,0.0,0.0
681780,0,Distorted Reality,Berdochan,Berdochan,,14.0,51.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
688500,0,Rise of One,Patriot Game Studio,Patriot Game Studio,,51.0,36.0,0,"20,000 .. 50,000",1337.0,0.0,1337.0,0.0,0.0,0.0,0.0,0.0
685790,0,Ruthless Safari,SharkGame,Laush Studio,,126.0,122.0,0,"20,000 .. 50,000",14.0,0.0,14.0,0.0,2499.0,2499.0,0.0,0.0
685200,0,Seconds to Square,Fast Fall Studios,Fast Fall Studios,,45.0,14.0,0,"20,000 .. 50,000",11864.0,0.0,11864.0,0.0,0.0,0.0,0.0,0.0
704210,0,BLOCK WARRIORS: Classic Edition,Cyber Gaming,Voltornas Games,,327.0,324.0,0,"20,000 .. 50,000",134.0,0.0,162.0,0.0,99.0,99.0,0.0,0.0
468330,0,HIVE: Altenum Wars,Catness Game Studios,Catness Game Studios,,61.0,26.0,0,"20,000 .. 50,000",265.0,0.0,325.0,0.0,999.0,999.0,0.0,0.0
689830,0,DUELEUM,nohoho (Individual),nohoho,,11.0,7.0,0,"20,000 .. 50,000",3799.0,0.0,7593.0,0.0,0.0,0.0,0.0,0.0
708580,3,The Exorcist: Legion VR - Chapter 1: First Rites,Wolf &amp; Wood Interactive Ltd,"LegionVR, LLC, Fun Train",,198.0,70.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,399.0,499.0,20.0,1.0
743660,0,Boot Hill Blaster,Fascimania,Fascimania,,11.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,199.0,199.0,0.0,0.0
760660,0,Retro Miami,Green-eyed Taxi,Narko Games,,15.0,39.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,49.0,99.0,51.0,0.0
490280,19,Realms of Magic,Polished Games,Polished Games,,564.0,119.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1999.0,1999.0,0.0,25.0
611620,1,TheNightfall,VIS-Games,SilentFuture,,95.0,32.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1249.0,2499.0,50.0,1.0
783220,0,Block Shock,Vox Studios,Vox Studios,,2.0,15.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,399.0,399.0,0.0,0.0
786570,0,The Alpha Device,Xiotex Studios Ltd,Xiotex Studios Ltd,,54.0,31.0,0,"20,000 .. 50,000",4672.0,0.0,4672.0,0.0,0.0,0.0,0.0,0.0
786370,0,Alien Crusader,Zydrone,Zydrone,,48.0,30.0,0,"20,000 .. 50,000",3552.0,0.0,7104.0,0.0,0.0,0.0,0.0,3.0
785130,0,Clawface,Hathos Interactive,Hathos Interactive,,126.0,16.0,0,"20,000 .. 50,000",3042.0,0.0,3042.0,0.0,0.0,0.0,0.0,0.0
635390,1,Thief of Thieves,Rival Games,Skybound Games,,108.0,34.0,0,"20,000 .. 50,000",1555.0,0.0,1555.0,0.0,1999.0,1999.0,0.0,1.0
845200,0,❂ Hexaluga ❂ Weapon and Shield ☯,"Hede, Hexaluga mines",Hede,,11.0,19.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0
868070,0,Through The Tomb,"Trey Sherman, Jonathan Hall, Dean Cruz, Zachary ZumTobel, David Burns",Pyramid Peak,,11.0,3.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906920,0,Political Puzzle,Easy game,Game for people,,34.0,44.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,49.0,99.0,51.0,0.0
916130,0,Meet the Miner - WDR VR Bergwerk,Aesir Interactive,Westdeutscher Rundfunk Koeln,,36.0,7.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939000,2,Crisis VRigade,Sumalab,Sumalab,,202.0,56.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,599.0,999.0,40.0,1.0
975950,2,Effie,Inverge Studios,Inverge Studios,,279.0,84.0,0,"20,000 .. 50,000",99.0,48.0,154.0,48.0,499.0,1999.0,75.0,1.0
978250,0,Matter,Concrete Games,Concrete Games,,142.0,14.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,399.0,499.0,20.0,0.0
1016970,0,Ellen and the Degenerates RPG,"John Shields, Humdinger Games",Humdinger Games,,42.0,9.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032260,0,Dodge This!,HaDe Games,HaDe Games,,9.0,16.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0
1020340,2,AUDICA: Rhythm Shooter,"Harmonix Music Systems, Inc","Harmonix Music Systems, Inc",,474.0,82.0,0,"20,000 .. 50,000",506.0,0.0,942.0,0.0,2999.0,2999.0,0.0,3.0
1032730,0,Sticks And Bones,Mohammad Arkobi,Mohammad Arkobi,,112.0,11.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,599.0,599.0,0.0,0.0
987720,2,ONINAKI,Tokyo RPG Factory,Square Enix,,265.0,131.0,0,"20,000 .. 50,000",715.0,0.0,715.0,0.0,0.0,0.0,0.0,2.0
724000,0,Uragun,Kool2Play,Kool2Play,,80.0,9.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1499.0,1499.0,0.0,0.0
1057420,0,Earthshakers,"Kaleido, Inc.","Kaleido, Inc.",,17.0,12.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063070,0,Body Discovery,Medic-Games,Medic-Games,,3.0,0.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
1072270,0,K-9 Dog Job,Easy game, Game for people	,,36.0,12.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,49.0,99.0,51.0,0.0
1095260,0,Airtight City 密闭之城1.0,豆丁儿独立游戏工作室,Little Bean Games,,348.0,9.0,0,"20,000 .. 50,000",84.0,0.0,84.0,0.0,169.0,199.0,15.0,1.0
1102750,0,Zorg The Typing Warrior,Splendortek,Splendortek,,10.0,4.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0
1127310,1,HelixVision,"Bo3b Johnson, Markus Gündert",Bo3b Johnson,,86.0,47.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,1.0
1125240,6,Ancient Dungeon,Eric Thullen,Eric Thullen,,547.0,18.0,0,"20,000 .. 50,000",90.0,0.0,90.0,0.0,1999.0,1999.0,0.0,8.0
1147940,1,3dSen PC,Geod Studio,Geod Studio,,339.0,30.0,0,"20,000 .. 50,000",1038783.0,20088.0,1038783.0,20088.0,999.0,999.0,0.0,0.0
1195020,0,Guardians of the Ashes,Mature Games,Mature Games,,288.0,88.0,0,"20,000 .. 50,000",2780.0,0.0,2780.0,0.0,299.0,299.0,0.0,3.0
995880,0,BLOCK Multiplayer: RPG,CyberMotion Games,CyberMotion Games,,88.0,95.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258980,0,SpellPunk VR,Incineration Productions,Incineration Productions,,30.0,10.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1099.0,1099.0,0.0,0.0
731300,0,Solos,"Create Something Interesting, Sixty6Games",Create Something Interesting,,8.0,0.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0
1273590,0,Jumping Joe! - Friends Edition,Vixa Games,Vixa Games,,33.0,2.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,299.0,299.0,0.0,0.0
1323410,0,Quest 4 Papa: Reloaded,DigiPen Europe-Bilbao,DigiPen Institute of Technology,,80.0,8.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1238480,0,McSpace Colosseum,Drowsy Whale,Drowsy Whale,,6.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1266220,1,Death end re;Quest 2,"Idea Factory, Compile Heart",Idea Factory International,,244.0,121.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1199.0,3999.0,70.0,2.0
1331410,0,Rogue Bots,Harsh Agarwal,Harsh Agarwal,,0.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
1396380,0,ANIME WORLD,Saburo Studio,玫瑰工作室,,87.0,57.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0
1393610,0,CLASSIC TANKS 2020,Gnelf,Gnelf,,8.0,6.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,51.0,399.0,87.0,0.0
1154850,4,9th Dawn III,Valorware,Valorware,,368.0,47.0,0,"20,000 .. 50,000",1665.0,0.0,1665.0,0.0,1599.0,1599.0,0.0,4.0
1394410,0,Mysterica,gelare1029745,gelare1029745,,6.0,5.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1427620,0,Caapora Adventure - Ojibe's Revenge,Overaction Game Studio,Overaction Game Studio,,22.0,4.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
1276730,0,Undungeon Arena,Laughing Machines,tinyBuild,,53.0,10.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440330,0,In It Together,Armarti,Armarti,,3.0,0.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0
1443810,0,Round 99,Boomz Games,Boomz Games,,3.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
1443300,0,Martha,Affordable Cat,Affordable Cat,,23.0,7.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,199.0,399.0,50.0,0.0
1362440,0,Lost in Dungeon / 地牢迷失者,GOCORE,GOCORE,,48.0,17.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,224.0,499.0,55.0,1.0
1495830,0,Rokka,Jonne Ojennus,Jonne Ojennus,,40.0,12.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1508460,2,Annalynn,Cruise Elroy,Cruise Elroy,,284.0,4.0,0,"20,000 .. 50,000",7.0,0.0,7.0,0.0,499.0,499.0,0.0,2.0
1433040,0,Dragon Fury VR,Epoching,Epoching,,1.0,2.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,599.0,599.0,0.0,0.0
1331610,0,Super Neo Tanks,Keenan Kessler,Keenan Kessler,,5.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0
816040,0,Dot Debugger,Dream Module Games,Dream Module Games,,7.0,2.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525190,0,Monster Outbreak,GameMunchers,Freedom Games,,49.0,18.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1499.0,1499.0,0.0,4.0
1546630,0,Tank War Nexus,Estenio Garcia,SpartanBloodGames,,1.0,0.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,99.0,99.0,0.0,0.0
1456650,5,Pascal's Wager: Definitive Edition,TipsWorks,Giant Global,,671.0,313.0,0,"20,000 .. 50,000",122.0,0.0,122.0,0.0,1199.0,1999.0,40.0,12.0
1515900,4,Heaven Dust 2,One Gruel Studio,indienova,,490.0,50.0,0,"20,000 .. 50,000",575.0,0.0,575.0,0.0,1199.0,1499.0,20.0,8.0
1547790,0,Roze Blud,New Hell Studios,New Hell Studios,,6.0,0.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0
1707560,0,Lost Alone Ep.1 - Sorellina,Daniele Doesn't Matter,Doesn't Matter Games,,64.0,12.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,299.0,599.0,50.0,0.0
1719200,0,Tar Alterra Adventure Game,Tonkan Veed Games,Tom Fegert LLC,,1.0,0.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
1569180,0,The Kotonoha Sisters and the Legend of Lysant Island,DeskClub Games,DeskClub Games,,97.0,5.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1699.0,1699.0,0.0,0.0
1610370,0,Horror Royale,Ben Wade,Ben Wade,,37.0,15.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,374.0,499.0,25.0,0.0
1375400,6,Ghosts 'n Goblins Resurrection,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,504.0,90.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,2999.0,2999.0,0.0,4.0
1671440,0,Cliché Adventure,Taylor Robinson,Taylor Robinson,,0.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,299.0,299.0,0.0,0.0
1490840,2,Bloodshore,"Wales Interactive, Good Gate Media, Wayout Pictures, Posterity Entertainment",Wales Interactive,,297.0,111.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1499.0,1499.0,0.0,3.0
1693300,0,Dann Fox & The Time Machine,Nikonojo,Nikonojo,,3.0,0.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,699.0,699.0,0.0,0.0
1777950,0,Elta7,BluSped,BluSped,,3.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,299.0,299.0,0.0,0.0
1605600,0,Final Stand: Ragnarök,City State Entertainment,City State Entertainment,,4.0,4.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1999.0,1999.0,0.0,0.0
1800830,0,Russian Drunken Boxers 2,Svarovsky,  Gales Corp.   ,,13.0,2.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,1099.0,1099.0,0.0,0.0
1825990,0,Unidentified,UnamedPixel,UnamedPixel,,2.0,4.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
1804570,0,RED OPS ARCADE,RAIS Z.,RAIDOKS GAMES,,0.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,299.0,299.0,0.0,0.0
1840490,3,Christmas Massacre,Puppet Combo,Puppet Combo,,300.0,46.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,799.0,799.0,0.0,2.0
1897410,0,The Thief,GamesBraz,GamesBraz,,1.0,6.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,499.0,499.0,0.0,0.0
1907020,0,Nea Edem,Meyer Games,Meyer Games,,2.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,199.0,199.0,0.0,0.0
1938150,0,Melon Dusk,SeedWall,SeedWall,,11.0,0.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,199.0,199.0,0.0,0.0
1731070,240,Asterigos: Curse of the Stars,Acme Gamestudio,tinyBuild,,668.0,148.0,0,"20,000 .. 50,000",1473.0,1421.0,2782.0,2782.0,3499.0,3499.0,0.0,333.0
1817560,11,VOIDCRISIS,HEXADRIVE Inc.,HEXADRIVE Inc.,,63.0,59.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,2999.0,2999.0,0.0,9.0
2114860,0,Gumnaam,"Ansh Anand, Tarun Singh",BlackhouseStudio,,0.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,299.0,299.0,0.0,0.0
2153390,0,西部幻想 WestFantasy,CHEN HONG SHU,SiriusStudio,,4.0,1.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0
239090,1,Samurai Gunn,"Beau Blyth, Doseone",Beau Blyth,,397.0,31.0,0,"20,000 .. 50,000",92.0,0.0,167.0,0.0,1499.0,1499.0,0.0,1.0
243060,0,Urban Chaos,"Mucky Foot Productions Ltd, My Little Planet Ltd",My Little Planet Ltd,,134.0,57.0,0,"20,000 .. 50,000",601.0,0.0,601.0,0.0,699.0,699.0,0.0,2.0
264000,1,Son of Nor,stillalive studios,Viva Media,,125.0,76.0,0,"20,000 .. 50,000",7.0,0.0,7.0,0.0,1999.0,1999.0,0.0,0.0
286660,0,Avoid - Sensory Overload,48h Studio,Strategy First,,174.0,32.0,0,"20,000 .. 50,000",1.0,0.0,1.0,0.0,99.0,499.0,80.0,0.0
294460,0,Fenix Rage,Green Lava Studios,Reverb Triple XP,,127.0,35.0,0,"20,000 .. 50,000",74.0,0.0,101.0,0.0,1499.0,1499.0,0.0,0.0
314220,0,Bombing Bastards,Sanuk Games,Sanuk Games,,72.0,47.0,0,"20,000 .. 50,000",1.0,0.0,1.0,0.0,999.0,999.0,0.0,1.0
315540,0,The Joylancer: Legendary Motor Knight,alpha six productions,Digerati,,67.0,83.0,0,"20,000 .. 50,000",59.0,0.0,69.0,0.0,999.0,999.0,0.0,0.0
330100,0,BossConstructor,Neomateria Games GmbH,Neomateria Games GmbH,,156.0,46.0,0,"20,000 .. 50,000",692.0,0.0,692.0,0.0,749.0,1499.0,50.0,0.0
351420,0,Veteran Combat,CyberphobX,CyberphobX,,23.0,25.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,199.0,199.0,0.0,0.0
353260,0,Snails,"Jorge Lima, Alexandre Fontoura",2Brains Games,,3.0,3.0,0,"20,000 .. 50,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358360,0,Raptor: Call of the Shadows (1994 Classic Edition),Cygnus Studios,Apogee Entertainment,,143.0,16.0,0,"20,000 .. 50,000",41.0,0.0,41.0,0.0,499.0,499.0,0.0,1.0
371620,0,SBX: Invasion,Jason Carter,Wakeskater Studio,,4.0,6.0,0,"20,000 .. 50,000",520.0,0.0,520.0,0.0,199.0,199.0,0.0,0.0
