appid,player count,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
739630,12215,Phasmophobia,Kinetic Games,Kinetic Games,,471446,15333,0,"10,000,000 .. 20,000,000",1663,162,792,107,1119,1399,20,17577
755790,151,Ring of Elysium,Aurora Studio,TCH Scarlet Limited,,74509,25757,0,"10,000,000 .. 20,000,000",905,8,102,15,0,0,0,343
301520,182,Robocraft,Freejam,Freejam,,86138,32443,0,"10,000,000 .. 20,000,000",1300,0,186,0,0,0,0,241
550650,489,Black Squad,"VALOFE, NS STUDIO",VALOFE,,60510,18828,0,"10,000,000 .. 20,000,000",2033,234,56,239,0,0,0,863
386360,5830,SMITE,Titan Forge Games,Hi-Rez Studios,,82996,20901,0,"10,000,000 .. 20,000,000",5078,758,183,1039,0,0,0,13276
240,2352,Counter-Strike: Source,Valve,Valve,,137457,5438,0,"10,000,000 .. 20,000,000",10769,1303,580,146,999,999,0,4192
291550,11008,Brawlhalla,Blue Mammoth Games,Ubisoft,,253429,48464,0,"10,000,000 .. 20,000,000",1931,163,179,75,0,0,0,11581
582010,3964,Monster Hunter: World,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,312785,52104,0,"10,000,000 .. 20,000,000",8821,409,3115,368,2999,2999,0,12313
433850,50,Z1 Battle Royale,Daybreak Game Company,Daybreak Game Company,,115286,92550,0,"10,000,000 .. 20,000,000",3289,36,127,36,0,0,0,86
444200,4719,World of Tanks Blitz,Wargaming Group Limited,Wargaming Group Limited,,97568,23950,0,"10,000,000 .. 20,000,000",4547,1153,162,163,0,0,0,18706
400,342,Portal,Valve,Valve,,111442,1748,0,"10,000,000 .. 20,000,000",348,96,179,96,999,999,0,365
417910,0,Street Warriors Online,Crazy Rocks Studios,Crazy Rocks Studios,,965,705,0,"10,000,000 .. 20,000,000",104,0,61,0,199,199,0,1
1517290,3094,Battlefield 2042,DICE,Electronic Arts,,44675,109078,0,"10,000,000 .. 20,000,000",2319,489,1575,589,5999,5999,0,5462
304050,1162,Trove,gamigo US Inc.,gamigo US Inc.,,71074,17050,0,"10,000,000 .. 20,000,000",3756,972,170,1907,0,0,0,1463
261550,26226,Mount & Blade II: Bannerlord,TaleWorlds Entertainment,TaleWorlds Entertainment,,173937,24778,0,"10,000,000 .. 20,000,000",5970,518,3685,377,3999,4999,20,30686
70,370,Half-Life,Valve,Valve,,75679,2694,0,"10,000,000 .. 20,000,000",758,43,169,43,999,999,0,450
130,25,Half-Life: Blue Shift,Gearbox Software,Valve,,10601,996,0,"5,000,000 .. 10,000,000",473,1,88,1,499,499,0,27
220,534,Half-Life 2,Valve,Valve,,146002,3775,0,"5,000,000 .. 10,000,000",838,51,369,70,999,999,0,651
251570,16792,7 Days to Die,The Fun Pimps,The Fun Pimps Entertainment LLC,,205822,27170,0,"5,000,000 .. 10,000,000",5022,859,1354,626,749,2499,70,21806
218230,1245,PlanetSide 2,Rogue Planet Games,Daybreak Game Company,,55471,12344,0,"5,000,000 .. 10,000,000",1089,111,148,147,0,0,0,1624
239140,3038,Dying Light,Techland,Techland,,326679,17039,0,"5,000,000 .. 10,000,000",2100,210,1280,157,999,4999,80,3987
275390,14,Guacamelee! Super Turbo Championship Edition,DrinkBox Studios,DrinkBox Studios,,5572,454,0,"5,000,000 .. 10,000,000",209,0,95,0,1499,1499,0,14
80,266,Counter-Strike: Condition Zero,Valve,Valve,,19597,1895,0,"5,000,000 .. 10,000,000",1322,4,35,5,999,999,0,396
367520,3721,Hollow Knight,Team Cherry,Team Cherry,,244027,7120,0,"5,000,000 .. 10,000,000",1561,108,413,198,749,1499,50,4064
224260,274,No More Room in Hell,No More Room in Hell Team,Lever Games,,59397,6768,0,"5,000,000 .. 10,000,000",680,71,105,71,0,0,0,512
275850,7911,No Man's Sky,Hello Games,Hello Games,,190848,58003,0,"5,000,000 .. 10,000,000",2788,678,1245,498,5999,5999,0,10801
489520,610,Minion Masters,BetaDwarf,BetaDwarf,,54008,5177,0,"5,000,000 .. 10,000,000",2068,64,156,64,0,0,0,942
466240,272,Deceit,World Makers,World Makers,,66505,17722,0,"5,000,000 .. 10,000,000",573,4229,93,8441,0,0,0,703
814380,1607,Sekiro: Shadows Die Twice - GOTY Edition,FromSoftware,"Activision (Excluding Japan and Asia), FromSoftware (Japan), 方块游戏 (Asia)",,190661,9771,0,"5,000,000 .. 10,000,000",2071,115,1156,140,5999,5999,0,4718
203160,404,Tomb Raider,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Nixxes","Square Enix, Feral Interactive (Mac)",,207990,8251,0,"5,000,000 .. 10,000,000",697,1002,381,1004,374,1499,75,653
204360,318,Castle Crashers,The Behemoth,The Behemoth,,90681,3505,0,"5,000,000 .. 10,000,000",576,98,300,138,1499,1499,0,328
1203220,6461,NARAKA: BLADEPOINT,24 Entertainment,NetEase Games Montréal,,101290,28791,0,"5,000,000 .. 10,000,000",9096,710,2036,340,1999,1999,0,68169
333930,72,Dirty Bomb,Splash Damage,Warchest Ltd.,,47124,10877,0,"5,000,000 .. 10,000,000",419,0,75,0,0,0,0,113
219990,2325,Grim Dawn,Crate Entertainment,Crate Entertainment,,73593,5106,0,"5,000,000 .. 10,000,000",3846,147,1037,186,749,2499,70,2958
632360,5690,Risk of Rain 2,Hopoo Games,Gearbox Publishing,,205982,7623,0,"5,000,000 .. 10,000,000",3021,462,1159,177,2499,2499,0,6678
1174180,13203,Red Dead Redemption 2,Rockstar Games,Rockstar Games,,271867,33687,0,"5,000,000 .. 10,000,000",4392,396,2536,164,2999,5999,50,23724
107410,10172,Arma 3,Bohemia Interactive,Bohemia Interactive,,209536,22242,0,"5,000,000 .. 10,000,000",13914,683,1107,208,749,2999,75,12637
360,8,Half-Life Deathmatch: Source,Valve,Valve,,2488,847,0,"5,000,000 .. 10,000,000",46,0,17,0,999,999,0,8
365590,359,Tom Clancy’s The Division,Massive Entertainment,Ubisoft,,60145,26736,0,"5,000,000 .. 10,000,000",3767,23,1505,23,2999,2999,0,745
273110,254,Counter-Strike Nexon: Studio,"Valve Corporation, Nexon Korea Corporation",Nexon Korea Corporation,,26697,13595,0,"5,000,000 .. 10,000,000",1575,0,65,0,0,0,0,510
40,1,Deathmatch Classic,Valve,Valve,,1960,436,0,"5,000,000 .. 10,000,000",47,0,8,0,499,499,0,3
10180,465,Call of Duty: Modern Warfare 2 (2009),Infinity Ward,Activision,,45185,3303,0,"5,000,000 .. 10,000,000",1054,230,466,317,1999,1999,0,690
374320,2679,DARK SOULS III,"FromSoftware, Inc.","FromSoftware, Inc., Bandai Namco Entertainment",,316647,20370,0,"5,000,000 .. 10,000,000",4465,535,1930,738,5999,5999,0,4441
387990,1117,Scrap Mechanic,Axolot Games,Axolot Games,,85490,6582,0,"5,000,000 .. 10,000,000",2744,72,638,140,1999,1999,0,2227
250900,10210,The Binding of Isaac: Rebirth,"Nicalis, Inc., Edmund McMillen","Nicalis, Inc.",,209621,4972,0,"5,000,000 .. 10,000,000",10298,547,3537,438,1499,1499,0,14442
844870,92,KurtzPel,KOG,KOG,,21569,13061,0,"5,000,000 .. 10,000,000",1996,0,86,0,0,0,0,185
221100,30141,DayZ,Bohemia Interactive,Bohemia Interactive,,229641,90139,0,"5,000,000 .. 10,000,000",11507,1548,2273,259,2699,4499,40,41635
582660,14771,Black Desert,Pearl Abyss,Pearl Abyss,,45345,15005,0,"5,000,000 .. 10,000,000",6155,1491,300,1027,299,999,70,18158
700330,1520,SCP: Secret Laboratory,Northwood Studios,Northwood Studios,,133472,12371,0,"5,000,000 .. 10,000,000",1165,159,74,191,0,0,0,3135
273350,734,Evolve Stage 2,Turtle Rock Studios,2K,,33569,14684,0,"5,000,000 .. 10,000,000",366,0,145,0,0,0,0,106
322170,8948,Geometry Dash,RobTop Games,RobTop Games,,195308,13532,0,"5,000,000 .. 10,000,000",3934,212,367,25,399,399,0,10306
30,80,Day of Defeat,Valve,Valve,,5243,567,0,"5,000,000 .. 10,000,000",249,40,22,40,499,499,0,135
976730,2961,Halo: The Master Chief Collection,"343 Industries, Splash Damage, Ruffian Games, Bungie, Saber Interactive",Xbox Game Studios,,180949,14113,0,"5,000,000 .. 10,000,000",2025,330,746,225,3999,3999,0,3699
253710,1079,theHunter Classic,"Expansive Worlds, Avalanche Studios","Expansive Worlds, Avalanche Studios",,20879,17019,0,"5,000,000 .. 10,000,000",1466,2011,37,2011,0,0,0,1005
219640,66,Chivalry: Medieval Warfare,Torn Banner Studios,Torn Banner Studios,,54669,11649,0,"5,000,000 .. 10,000,000",835,0,262,0,2499,2499,0,88
319630,174,Life is Strange - Episode 1,"DONTNOD Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","Square Enix, Feral interactive (Mac), Feral Interactive (Linux)",,151881,6124,0,"5,000,000 .. 10,000,000",490,3,156,3,0,0,0,253
594570,4408,Total War: WARHAMMER II,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",,109277,8282,0,"5,000,000 .. 10,000,000",14885,1202,4154,1059,5999,5999,0,6617
12120,420,Grand Theft Auto: San Andreas,Rockstar Games,Rockstar Games,,70672,6462,0,"5,000,000 .. 10,000,000",1695,576,268,863,0,0,0,655
1172620,5296,Sea of Thieves,Rare Ltd,Xbox Game Studios,,222868,24043,0,"5,000,000 .. 10,000,000",3143,269,1157,262,3999,3999,0,8306
109600,734,Neverwinter,Cryptic Studios,Gearbox Publishing,,27158,7892,0,"5,000,000 .. 10,000,000",2340,132,331,132,0,0,0,942
50,69,Half-Life: Opposing Force,Gearbox Software,Valve,,14841,754,0,"5,000,000 .. 10,000,000",782,0,200,0,499,499,0,70
238460,95,BattleBlock Theater,The Behemoth,The Behemoth,,64375,1816,0,"5,000,000 .. 10,000,000",562,109,297,110,1499,1499,0,139
1145360,3814,Hades,Supergiant Games,Supergiant Games,,198985,2798,0,"5,000,000 .. 10,000,000",1817,124,1028,75,1499,2499,40,4137
863550,476,HITMAN 2,IO Interactive A/S,IO Interactive A/S,,63669,6078,0,"5,000,000 .. 10,000,000",770,616,327,616,9999,9999,0,1238
1446780,5288,MONSTER HUNTER RISE,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,44733,7173,0,"5,000,000 .. 10,000,000",5667,380,3539,343,3999,3999,0,14053
300,294,Day of Defeat: Source,Valve,Valve,,16714,1603,0,"5,000,000 .. 10,000,000",988,628,143,631,999,999,0,420
555570,180,Infestation: The New Z,Fredaikis AB,OP Productions LLC,,17615,15518,0,"5,000,000 .. 10,000,000",1852,4356,75,4356,0,0,0,599
883710,1992,Resident Evil 2,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,111188,3274,0,"5,000,000 .. 10,000,000",1130,145,614,170,1199,3999,70,2680
225840,275,Sven Co-op,Sven Co-op team,Sven Co-op team,,23925,1686,0,"5,000,000 .. 10,000,000",375,152,80,163,0,0,0,309
2630,192,Call of Duty 2,Infinity Ward,Activision,,6641,464,0,"5,000,000 .. 10,000,000",753,0,192,0,1999,1999,0,220
232770,8,POSTAL,Running With Scissors,Running With Scissors,,5154,743,0,"5,000,000 .. 10,000,000",199,0,241,0,1997,1997,0,17
8870,245,BioShock Infinite,"Irrational Games, Virtual Programming (Linux)",2K,,120477,7727,0,"5,000,000 .. 10,000,000",779,97,556,97,2999,2999,0,326
677620,699,Splitgate: Arena Warfare,1047 Games,1047 Games,,97431,9026,0,"5,000,000 .. 10,000,000",443,71,200,112,0,0,0,832
306130,11984,The Elder Scrolls Online,ZeniMax Online Studios,Bethesda Softworks,,102548,22551,0,"5,000,000 .. 10,000,000",8741,2084,1317,2486,1999,1999,0,15360
20,74,Team Fortress Classic,Valve,Valve,,5817,931,0,"5,000,000 .. 10,000,000",62,0,12,0,499,499,0,71
208090,0,Loadout,Edge of Reality,Edge of Reality,,34588,5248,0,"5,000,000 .. 10,000,000",350,0,157,0,0,0,0,2
311210,3138,Call of Duty: Black Ops III,"Treyarch, Aspyr (Mac)","Activision, Aspyr (Mac)",,119525,28154,0,"5,000,000 .. 10,000,000",3650,279,1649,258,5999,5999,0,3592
22380,4981,Fallout: New Vegas,Obsidian Entertainment,Bethesda Softworks,,161048,5944,0,"5,000,000 .. 10,000,000",4040,507,1237,646,999,999,0,5714
420,105,Half-Life 2: Episode Two,Valve,Valve,,29899,932,0,"5,000,000 .. 10,000,000",384,0,266,0,799,799,0,139
113400,190,APB Reloaded,Reloaded Productions,Little Orbit,,22835,13093,0,"5,000,000 .. 10,000,000",1156,0,174,0,0,0,0,227
339610,173,Freestyle 2: Street Basketball,JOYCITY,JOYCITY,,8689,3193,0,"5,000,000 .. 10,000,000",1862,0,76,0,0,0,0,348
12210,1173,Grand Theft Auto IV: The Complete Edition,"Rockstar North, Rockstar Toronto",Rockstar Games,,88424,24848,0,"5,000,000 .. 10,000,000",1651,205,735,302,1999,1999,0,1662
629760,2474,MORDHAU,Triternion,Triternion,,83835,19665,0,"5,000,000 .. 10,000,000",3204,796,851,249,2999,2999,0,2107
407530,14,ARK: Survival Of The Fittest,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,,6191,3580,0,"5,000,000 .. 10,000,000",211,0,15,0,1999,1999,0,33
304390,2913,FOR HONOR,"Ubisoft Montreal, Ubisoft Quebec, Ubisoft Toronto, Blue Byte",Ubisoft,,83852,38329,0,"2,000,000 .. 5,000,000",1941,286,672,193,1499,1499,0,3400
1250,206,Killing Floor,Tripwire Interactive,Tripwire Interactive,,60641,3215,0,"2,000,000 .. 5,000,000",1715,19,293,19,499,1999,75,303
356190,2502,Middle-earth: Shadow of War,Monolith Productions,WB Games,,70491,10143,0,"2,000,000 .. 5,000,000",2116,389,1260,518,4999,4999,0,3898
594650,17284,Hunt: Showdown,Crytek,Crytek,,117875,24231,0,"2,000,000 .. 5,000,000",5829,731,877,294,1999,3999,50,19740
6060,214,"Star Wars: Battlefront 2 (Classic, 2005)",Pandemic Studios,"Lucasfilm, LucasArts, Disney",,45464,2781,0,"2,000,000 .. 5,000,000",579,0,202,0,999,999,0,249
265630,60,Fistful of Frags,Fistful of Frags Team,Fistful of Frags Team,,30956,2937,0,"2,000,000 .. 5,000,000",350,132,94,132,0,0,0,100
588650,909,Dead Cells,Motion Twin,Motion Twin,,110475,3416,0,"2,000,000 .. 5,000,000",1696,129,905,148,2499,2499,0,1928
206420,165,Saints Row IV,Deep Silver Volition,Deep Silver,,66920,7195,0,"2,000,000 .. 5,000,000",1334,323,787,323,1499,1499,0,259
379720,745,DOOM,id Software,Bethesda Softworks,,162632,8027,0,"2,000,000 .. 5,000,000",845,123,537,201,499,1999,75,701
211820,1413,Starbound,Chucklefish,Chucklefish,,146949,11497,0,"2,000,000 .. 5,000,000",3989,827,1590,1236,1499,1499,0,1772
280790,138,Creativerse,Playful Corp.,Playful Corp.,,23991,5733,0,"2,000,000 .. 5,000,000",570,12,108,12,0,0,0,190
238320,599,Outlast,Red Barrels,Red Barrels,,86412,3323,0,"2,000,000 .. 5,000,000",289,17,192,27,299,1999,85,364
55230,168,Saints Row: The Third,Volition,Deep Silver,,63311,2709,0,"2,000,000 .. 5,000,000",1648,7,972,7,999,999,0,242
48700,2601,Mount & Blade: Warband,TaleWorlds Entertainment,TaleWorlds Entertainment,,142347,3294,0,"2,000,000 .. 5,000,000",8558,786,3252,1105,499,1999,75,4733
223710,172,Cry of Fear,Team Psykskallar,Team Psykskallar,,36543,5830,0,"2,000,000 .. 5,000,000",161,145,49,222,0,0,0,210
8190,104,Just Cause 2,Avalanche Studios,Square Enix,,44151,4430,0,"2,000,000 .. 5,000,000",784,31,191,31,1499,1499,0,140
500,340,Left 4 Dead,Valve,Valve,,41480,1660,0,"2,000,000 .. 5,000,000",1504,21,185,21,999,999,0,421
355840,2,Survarium,Vostok Games,Vostok Games,,14004,11987,0,"2,000,000 .. 5,000,000",1760,0,50,0,0,0,0,2
42910,38,Magicka,Arrowhead Game Studios,Paradox Interactive,,25353,3262,0,"2,000,000 .. 5,000,000",627,189,287,189,999,999,0,61
1818750,2864,MultiVersus,Player First Games,Warner Bros. Games,,70961,9936,0,"2,000,000 .. 5,000,000",449,60,158,77,0,0,0,3346
630,55,Alien Swarm,Valve,Valve,,19302,1047,0,"2,000,000 .. 5,000,000",429,0,109,0,0,0,0,61
1426210,709,It Takes Two,Hazelight,Electronic Arts,,98390,4102,0,"2,000,000 .. 5,000,000",972,199,821,212,3999,3999,0,3949
504370,109,Battlerite,Stunlock Studios,Stunlock Studios,,49317,9111,0,"2,000,000 .. 5,000,000",920,229,163,229,0,0,0,179
779340,1865,Total War: THREE KINGDOMS,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",,65453,26907,0,"2,000,000 .. 5,000,000",6175,424,2382,299,5999,5999,0,6150
57300,105,Amnesia: The Dark Descent,Frictional Games,Frictional Games,,28245,1582,0,"2,000,000 .. 5,000,000",274,1249,94,1249,399,1999,80,101
268910,1426,Cuphead,Studio MDHR Entertainment Inc.,Studio MDHR Entertainment Inc.,,117345,4184,0,"2,000,000 .. 5,000,000",805,94,361,135,1999,1999,0,1467
222880,273,Insurgency,New World Interactive,New World Interactive,,113903,10274,0,"2,000,000 .. 5,000,000",924,67,247,74,1499,1499,0,565
782330,871,DOOM Eternal,id Software,Bethesda Softworks,,143951,13927,0,"2,000,000 .. 5,000,000",1309,302,744,260,1999,1999,0,1147
601150,674,Devil May Cry 5,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",,83073,4242,0,"2,000,000 .. 5,000,000",1517,145,630,202,2999,2999,0,1465
534380,2403,Dying Light 2 Stay Human,Techland,Techland,,81557,22662,0,"2,000,000 .. 5,000,000",2125,163,1962,177,5999,5999,0,2886
33930,178,Arma 2: Operation Arrowhead,Bohemia Interactive,Bohemia Interactive,,19941,1657,0,"2,000,000 .. 5,000,000",4356,210,323,210,399,1999,80,366
24240,34,PAYDAY The Heist,OVERKILL Software,Daybreak Game Company,,35801,2586,0,"2,000,000 .. 5,000,000",548,44,209,44,1499,1499,0,38
200210,1846,Realm of the Mad God Exalt,"Wild Shadow Studios, Deca Games",Deca Games,,35647,6887,0,"2,000,000 .. 5,000,000",1760,2296,102,2296,0,0,0,2257
225540,555,Just Cause 3,Avalanche Studios,Square Enix,,86261,18385,0,"2,000,000 .. 5,000,000",1298,29,434,29,1999,1999,0,884
55150,125,"Warhammer 40,000: Space Marine - Anniversary Edition",Relic Entertainment,SEGA,,18892,1685,0,"2,000,000 .. 5,000,000",529,20,333,20,5999,5999,0,171
1238810,1424,Battlefield V,DICE,Electronic Arts,,88585,36761,0,"2,000,000 .. 5,000,000",1944,304,688,183,4999,4999,0,8450
391220,492,Rise of the Tomb Raider,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux), Nixxes","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",,106939,6918,0,"2,000,000 .. 5,000,000",1151,1621,742,2967,399,999,60,799
552500,3894,Warhammer: Vermintide 2,Fatshark,Fatshark,,75758,14748,0,"2,000,000 .. 5,000,000",2142,215,670,313,2999,2999,0,4018
513710,6280,SCUM,Gamepires,Gamepires,,57914,19571,0,"2,000,000 .. 5,000,000",2813,628,702,899,1749,3499,50,12780
63380,22,Sniper Elite V2,Rebellion,Rebellion,,21750,2896,0,"2,000,000 .. 5,000,000",629,0,259,0,0,0,0,71
42710,187,Call of Duty: Black Ops,Treyarch,Activision,,15124,2010,0,"2,000,000 .. 5,000,000",2555,0,617,0,3999,3999,0,318
302830,4,BLOCKADE 3D,Novalink,Novalink,,15471,11101,0,"2,000,000 .. 5,000,000",530,1,95,1,0,0,0,10
48000,66,LIMBO,Playdead,Playdead,,40067,2770,0,"2,000,000 .. 5,000,000",284,0,128,0,249,999,75,56
220240,234,Far Cry 3,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft,,77871,8616,0,"2,000,000 .. 5,000,000",1449,5,860,5,1999,1999,0,432
7670,35,BioShock,"2K Boston, 2K Australia",2K,,26499,1621,0,"2,000,000 .. 5,000,000",341,0,128,0,1999,1999,0,45
212500,1005,The Lord of the Rings Online,"Standing Stone Games, LLC","Standing Stone Games, LLC",,13429,3063,0,"2,000,000 .. 5,000,000",592,14,125,14,0,0,0,1444
8500,2909,EVE Online,CCP,CCP,,21302,7361,0,"2,000,000 .. 5,000,000",3104,6332,124,10536,0,0,0,3892
1407200,1275,World of Tanks,Wargaming Group Limited,Wargaming Group Limited,,33794,7278,0,"2,000,000 .. 5,000,000",891,66,68,66,0,0,0,3227
232090,3542,Killing Floor 2,Tripwire Interactive,Tripwire Interactive,,97432,13798,0,"2,000,000 .. 5,000,000",3709,417,592,537,749,2999,75,4278
506540,0,Last Man Standing,"Free Reign Entertainment, Free Reign Entertainment",Free Reign Entertainment,,11135,7102,0,"2,000,000 .. 5,000,000",290,0,72,0,0,0,0,0
1794680,14735,Vampire Survivors,poncle,poncle,,127396,1555,0,"2,000,000 .. 5,000,000",1618,273,1017,147,399,499,20,22228
200710,253,Torchlight II,Runic Games,Runic Games,,38341,2845,0,"2,000,000 .. 5,000,000",1453,4,708,4,749,1499,50,357
202970,147,Call of Duty: Black Ops II,Treyarch,Activision,,33965,5552,0,"2,000,000 .. 5,000,000",380,0,135,0,5999,5999,0,151
115300,3,Call of Duty: Modern Warfare 3,"Infinity Ward, Sledgehammer Games",Activision,,28192,3919,0,"2,000,000 .. 5,000,000",0,0,0,0,3999,3999,0,3
744900,530,Dead Frontier 2,Creaky Corpse Ltd,Creaky Corpse Ltd,,14759,5963,0,"2,000,000 .. 5,000,000",163,71,36,71,0,0,0,1175
