appid,player count,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,Final Price_$,Initial Price_$,Discount_$,Total Score, Mark ,Tier
890570,0,Almost Alive,Emir Cerimovic,Emir Games,,169,49,0,"20,000 .. 50,000",0,0,0,0,1199,1199,0,0,0,11.99,11.99,218,78,L
752720,0,The Culling 2,Xaviant,Xaviant Games,,27,133,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,0,0,160,-83,L
897380,0,Reptiles: In Hunt,Corpix Games,Corpix Games,,54,24,0,"20,000 .. 50,000",0,0,0,0,449,999,55,1,0,4.49,9.99,78,69,L
908180,0,Space Maze,Redox Entertainment Inc,Redox Entertainment Inc,,15,2,0,"20,000 .. 50,000",0,0,0,0,799,799,0,0,0,7.99,7.99,17,88,L
916390,0,Team Up VR (Beta),Innolabs,Innolabs,,13,15,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,0,0,28,-54,L
926810,1,Dark Places,Madbox Entertainment,Madbox Entertainment,,68,54,0,"20,000 .. 50,000",0,0,0,0,49,499,90,1,0,0.49,4.99,122,56,L
935110,0,The Desert's Rose,Eddie O'Hagan (Katianie),Eddie O'Hagan (Katianie),,4,5,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,0,0,9,-56,L
719200,3,The Wall,Aero Games,Aero Games,,193,75,0,"20,000 .. 50,000",0,0,0,0,0,0,0,45,0,0,0,268,72,L
943170,0,Blast the Past,The Work Club,The Work Club,,112,18,0,"20,000 .. 50,000",0,0,0,0,0,0,0,1,0,0,0,130,86,L
945520,0,The Perfectionist,Green Moon Games,RPG Maker MV,,43,8,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,0,0,51,84,L
878670,10,Shenmue III,YS Net,Prime Matter,,650,207,0,"20,000 .. 50,000",471,0,471,0,749,2999,75,7,0,7.49,29.99,857,76,L
992910,1,The Black Masses,Brilliant Game Studios,Brilliant Game Studios,,600,303,0,"20,000 .. 50,000",117,0,117,0,599,1999,70,1,0,5.99,19.99,903,66,L
989450,0,时之回廊/Corridor of time,铸城工作室,英雄互娱,,336,189,0,"20,000 .. 50,000",0,0,0,0,1099,1099,0,1,0,10.99,10.99,525,64,L
696150,0,Electro Ride: The Neon Racing,Sylwester Osik,"Forestlight Games, PlayWay S.A.",,78,13,0,"20,000 .. 50,000",0,0,0,0,1299,1299,0,0,0,12.99,12.99,91,86,L
1084980,0,Front Lines,Marco S Hampel,Firez Studios,,156,69,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,0,0,225,69,L
1092040,0,BOMJMAN,Unique Media,Unique Media,,473,122,0,"20,000 .. 50,000",0,0,0,0,999,999,0,1,0,9.99,9.99,595,79,L
1130620,3,[Chilla's Art] Aka Manto | 赤マント,Chilla's Art,Chilla's Art,,566,59,0,"20,000 .. 50,000",245,0,357,0,449,499,10,5,0,4.49,4.99,625,91,L
1144970,1,Necronator: Dead Wrong,Toge Productions,Modern Wolf,,333,131,0,"20,000 .. 50,000",1457,0,1457,0,1999,1999,0,1,0,19.99,19.99,464,72,L
1168990,0,Planet destroyer,High and Wide,Bitlock Studio,,3,6,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0,0,0.99,0.99,9,-67,L
1121650,0,Dark Zone Defense,Supernature Studio,Supernature Studio,,30,6,0,"20,000 .. 50,000",0,0,0,0,49,199,75,0,0,0.49,1.99,36,83,L
1178780,9,BattleGroupVR,SpaceOwl Games,SpaceOwl Games,,648,46,0,"20,000 .. 50,000",524,0,524,0,2499,2499,0,3,0,24.99,24.99,694,93,L
1193120,0,The Battles of Spwak 3,"CM, Vinicius","CM, Vinicius",,8,3,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,0,0,11,73,L
951430,8,Dead Age 2: The Zombie Survival RPG,Silent Dreams,Headup,,788,235,0,"20,000 .. 50,000",1941,0,2592,0,413,1799,77,14,0,4.13,17.99,1023,77,L
1210230,1,Suits: Absolute Power,Technomancy Studios,Technomancy Studios,,128,8,0,"20,000 .. 50,000",0,0,0,0,249,499,50,2,0,2.49,4.99,136,94,L
1232980,0,Alien 911 Prologue,Kicksome Entertainment,Kicksome Entertainment,,49,21,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,0,0,70,70,L
1283580,0,Minimalist Space War,Henning Info,Henning Info,,21,0,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0,0,0.99,0.99,21,100,L
1258870,4,Aura Kingdom 2,"X-Legend Entertainment Co., Ltd.","X-Legend Entertainment Co., Ltd.",,79,163,0,"20,000 .. 50,000",0,0,0,0,0,0,0,5,0,0,0,242,-67,L
1373920,0,Sword Rogue,chx125ck,chx125ck,,376,13,0,"20,000 .. 50,000",0,0,0,0,0,0,0,1,0,0,0,389,97,L
1383630,0,Antarctica 88,Euphoria Games,Euphoria Games,,113,14,0,"20,000 .. 50,000",0,0,0,0,599,599,0,0,0,5.99,5.99,127,89,L
1386040,0,Jelly Brawl: Classic,Cole Chittim,Cole Chittim,,248,103,0,"20,000 .. 50,000",0,0,0,0,0,0,0,3,0,0,0,351,71,L
1377240,0,Five-Finger Gunslinger,Team Rat Vibes,Team Rat Vibes,,8,4,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,0,0,12,67,L
1422090,0,Sink Again,Flatcoon,Flatcoon,,82,38,0,"20,000 .. 50,000",47,0,47,0,0,0,0,0,0,0,0,120,68,L
1376140,0,CounterBlocks,Acerola Software,Acerola Software,,1,0,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0,0,4.99,4.99,1,100,L
1432730,0,911 Emergency Manager,GoodZeit UG,GoodZeit UG,,2,1,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,0,0,3,67,L
1421970,0,Time Loader: First Memories,Flazm,META Publishing,,83,6,0,"20,000 .. 50,000",0,0,0,0,0,0,0,0,0,0,0,89,93,L
342080,1,Rogue Invader,Squishy Games,Squishy Games,,25,1,0,"20,000 .. 50,000",0,0,0,0,1499,1499,0,1,0,14.99,14.99,26,96,L
1513650,0,Gun Bots,Protect the King,Self Published,,1,0,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0,0,4.99,4.99,1,100,L
1526190,0,Mysteries of Shaola: The Cave,Smiling Dragon RPG Studios,Smiling Dragon RPG Studios,,1,0,0,"20,000 .. 50,000",0,0,0,0,299,999,70,1,0,2.99,9.99,1,100,L
1553530,0,Allan,Hanged Bunny Studio,Pentacle Technologie,,3,0,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0,0,4.99,4.99,3,100,L
1428100,49,Instruments of Destruction,Radiangames,Radiangames,,555,15,0,"20,000 .. 50,000",102,0,102,0,1999,1999,0,35,0,19.99,19.99,570,97,L
1582260,0,Color Pixel Heroes,Boogygames Studios,Boogygames Studios,,3,0,0,"20,000 .. 50,000",0,0,0,0,199,199,0,1,0,1.99,1.99,3,100,L
1624620,0,SuperSecret,Joe Pinney,Joe Pinney,,3,1,0,"20,000 .. 50,000",0,0,0,0,199,199,0,0,0,1.99,1.99,4,75,L
1535790,0,Sword of Hypotenuse,iamrece,iamrece,,0,1,0,"20,000 .. 50,000",0,0,0,0,799,799,0,0,0,7.99,7.99,1,-100,L
1724510,0,Detective Gman,Greg Wildasin,Greg Wildasin,,2,0,0,"20,000 .. 50,000",0,0,0,0,99,99,0,0,0,0.99,0.99,2,100,L
1805670,0,Cursed Island,CrystallPunk,CrystallPunk,,18,2,0,"20,000 .. 50,000",0,0,0,0,449,899,50,0,0,4.49,8.99,20,90,L
1295700,0,Nitroverse,TheNilusss,TheNilusss,,7,1,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0,0,4.99,4.99,8,88,L
1886600,0,Trapped in the Forest,Ammonite Design Studios Ltd,Ammonite Design Studios Ltd,,0,2,0,"20,000 .. 50,000",0,0,0,0,224,899,75,0,0,2.24,8.99,2,-100,L
1902120,0,Bigfield 2042,Sweet Games,Sweet Games,,35,13,0,"20,000 .. 50,000",0,0,0,0,49,99,51,0,0,0.49,0.99,48,73,L
1980600,0,Dueledged,Tired Monkey Games,Tired Monkey Games,,2,0,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0,0,4.99,4.99,2,100,L
1794960,38,Sonic Origins,SEGA,SEGA,,1259,853,0,"20,000 .. 50,000",0,0,0,0,3999,3999,0,27,0,39.99,39.99,2112,60,L
1559680,13,Amazing Frog? V3,Fayju,Fayju,,104,41,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,5,0,19.99,19.99,145,72,L
6090,1,Armed and Dangerous,Planet Moon Studios,"LucasArts, Lucasfilm, Disney",,222,20,0,"20,000 .. 50,000",7,0,7,0,599,599,0,1,0,5.99,5.99,242,92,L
40500,0,Sacraboar,Makivision Games,Makivision Games,,15,48,0,"20,000 .. 50,000",6,0,6,0,299,299,0,0,0,2.99,2.99,63,-76,L
253350,0,Tiny Barbarian DX,StarQuail Games,"Nicalis, Inc.",,191,43,0,"20,000 .. 50,000",14,0,14,0,2999,2999,0,1,0,29.99,29.99,234,82,L
296930,0,Ascendant,Hapa Games,Hapa Games,,158,44,0,"20,000 .. 50,000",357,0,357,0,0,0,0,0,0,0,0,202,78,L
301680,0,Psichodelya,Ennoble Studios,KISS ltd,,36,60,0,"20,000 .. 50,000",211,0,231,0,0,0,0,1,0,0,0,96,-63,L
307130,0,Asteria,Legend Studio,Legend Studio,,133,101,0,"20,000 .. 50,000",271,0,271,0,499,499,0,0,0,4.99,4.99,234,57,L
320790,0,Fabula Mortis,Deadghost Interactive,Deadghost Interactive,,35,49,0,"20,000 .. 50,000",192,0,192,0,799,799,0,0,0,7.99,7.99,84,-58,L
336110,0,Bloody Streets,Headless Wizard,Headless Wizard,,95,25,0,"20,000 .. 50,000",124,0,124,0,499,499,0,0,0,4.99,4.99,120,79,L
341070,0,Stay Dead Evolution,Brucefilm,Plug In Digital,,46,69,0,"20,000 .. 50,000",0,0,0,0,599,599,0,0,0,5.99,5.99,115,-60,L
351240,0,Venusian Vengeance,Renegade Sector Games,Renegade Sector Games,,72,10,0,"20,000 .. 50,000",0,0,0,0,399,399,0,0,0,3.99,3.99,82,88,L
348300,2,Chip's Challenge 2,Niffler Ltd.,Niffler Ltd.,,96,15,0,"20,000 .. 50,000",834,0,834,0,499,499,0,6,0,4.99,4.99,111,86,L
352620,0,Porcunipine,Big Green Pillow,Curve Games,,114,34,0,"20,000 .. 50,000",0,0,0,0,99,999,90,2,0,0.99,9.99,148,77,L
311820,0,RC Mini Racers,Decane,Decane,,88,46,0,"20,000 .. 50,000",15,0,15,0,499,499,0,0,0,4.99,4.99,134,66,L
383800,0,Close Order,Raconteur Games,Raconteur Games,,34,33,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0,0,4.99,4.99,67,51,L
371430,0,Space Grunts,Orangepixel,Orangepixel,,58,14,0,"20,000 .. 50,000",314,0,314,0,1499,1499,0,0,0,14.99,14.99,72,81,L
394140,0,Sound Shift,Matthew Brown,Matthew Brown,,117,25,0,"20,000 .. 50,000",2172,0,3229,0,0,0,0,0,0,0,0,142,82,L
406400,0,Axes and Arrows,The Net Champs,The Net Champs,,4,2,0,"20,000 .. 50,000",0,0,0,0,299,299,0,0,0,2.99,2.99,6,67,L
334830,0,Entropy Rising,Autotivity Entertainment,Autotivity Entertainment,,31,13,0,"20,000 .. 50,000",18,0,18,0,99,99,0,0,0,0.99,0.99,44,70,L
317060,0,Attractio,"GameCoder Studios, Render Farm Studios",Mangatar Games,,54,81,0,"20,000 .. 50,000",17,0,17,0,0,0,0,0,0,0,0,135,-60,L
368980,0,Force of Elements,"Wicked Fun, Inc.","Wicked Fun, Inc.",,52,48,0,"20,000 .. 50,000",9371,0,9371,0,0,0,0,0,0,0,0,100,52,L
406130,0,DarkMaus,Daniel Wright,Daniel Wright,,336,78,0,"20,000 .. 50,000",21,0,21,0,999,999,0,0,0,9.99,9.99,414,81,L
425340,0,Space Moth DX,1CC Games,Chorus Worldwide Games,,100,19,0,"20,000 .. 50,000",0,0,0,0,499,499,0,0,0,4.99,4.99,119,84,L
435420,0,Operation: Matriarchy,Madia Entertainment,ESDigital Games,,56,32,0,"20,000 .. 50,000",1844,0,1844,0,599,599,0,1,0,5.99,5.99,88,64,L
418620,2,The TakeOver,Pelikan13,Pelikan13,,692,114,0,"20,000 .. 50,000",0,0,0,0,1999,1999,0,2,0,19.99,19.99,806,86,L
441670,0,Jelly Killer,Immortal Game Studio,Immortal Game Studio,,247,66,0,"20,000 .. 50,000",430,0,430,0,399,399,0,0,0,3.99,3.99,313,79,L
466420,0,Warriors' Wrath,Storm Sharks Production,Storm Sharks Production,,49,24,0,"20,000 .. 50,000",251,0,251,0,99,99,0,0,0,0.99,0.99,73,67,L
467850,0,METAGAL,RetroRevolution,RetroRevolution,,93,42,0,"20,000 .. 50,000",0,0,0,0,399,399,0,0,0,3.99,3.99,135,69,L
379420,0,Polynomial 2 - Universe of the Music,"Dmytry Lavrov, Alexey Lavrov",Dmytry Lavrov,,118,21,0,"20,000 .. 50,000",678,0,678,0,1199,1199,0,1,0,11.99,11.99,139,85,L
452920,0,Laser Disco Defenders,Out Of Bounds,Excalibur Publishing,,40,6,0,"20,000 .. 50,000",0,0,0,0,999,999,0,0,0,9.99,9.99,46,87,L
